id,qid1,qid2,is_duplicate,question1_clean,question2_clean,question1_len,question2_len,common_words,cosine_distance,euclidean_distances,minkowski_distances,manhattan_distances,jaccard_distances,fuzz_ratio,fuzz_partial_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio
2234,4468,4469,1,create multiple stream income,person realistically create multiple stream income,29,50,4,0.8057147185532166,0.6233542836089014,0.541135711437368,1.209571944363041,0.9090909090909091,73,100,100,73
2235,4470,4471,1,learn speak english,learn speak fluent english,19,26,3,0.7799347151324055,0.6634233714116416,0.6311729738589521,1.0040479164600926,0.875,84,74,100,84
2236,4472,4473,0,well singer arijit singh mohit chauhan sonu nigam,many think kk much well arijit singh,49,36,3,0.47008928788204507,1.0294762863883316,0.7130580272209127,3.249055333576623,0.8888888888888888,40,47,64,52
2237,4474,4475,1,people think donald trump good president vote he,donald trump popular,48,20,2,0.3595920672286573,1.1317313574973018,0.8503878681796089,3.097686303379869,0.9166666666666666,47,75,75,53
2238,4476,4477,0,ex girlfriend give birth child guy cheat asshole abandon she do,get clash clan gem gold free,63,28,0,0.0,1.4142135623730951,0.9079041727826133,5.659194551044852,0.9285714285714286,24,46,33,33
2239,4478,4479,1,cause premature birth,cause preterm birth,21,19,2,0.740658953745454,0.7201958709331039,0.6810801449356805,1.0356685275733217,0.8333333333333334,80,79,80,80
2240,4480,4481,0,scope electronic communications engineer india,electronics communication engineers scope india not,46,51,2,0.26515550867975773,1.2123072971159106,0.8870588234563938,3.234892202718756,0.9,80,83,93,93
2241,4482,4483,0,like non mormon attend mormon college university,mormon clap church,48,18,1,0.554615519311139,0.9438055739280853,0.774882949563118,2.1519394211746947,0.875,36,61,50,30
2242,4484,4485,0,kind underwear guy wear gymme,kind underwear guy wear,29,23,4,0.8467887719902556,0.5535543839763976,0.5340955452627165,0.8357004906364691,0.9,88,100,100,88
2243,4486,4487,0,belly button piercing feel like,belly button piercing close,31,27,3,0.7744900284779567,0.6715801836296887,0.5713465429481975,1.1589629562974388,0.9,79,85,88,83
2244,4488,4489,1,poor english grammar improve grammar,improve english grammar,36,23,3,0.8847192315484195,0.4801682381240569,0.40517951242229455,0.8968764838326229,0.875,61,78,100,78
2245,4490,4491,1,good app download film free,good app download film free,27,27,5,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2246,4492,4493,0,thing new employee know go first day trustmark,thing new employee know go first day microsoft,46,46,7,0.7690802013707558,0.6795878142363123,0.6058958893622113,1.041734818585984,0.9411764705882353,83,83,88,78
2247,4494,4495,1,can not block import chinese good india,india tolerate china seem block every single move india geo political arena can not block chinese good india,39,108,6,0.6011529259942927,0.8931372503772388,0.6174772795962357,3.0513805167876455,0.9473684210526316,44,90,90,46
2248,4496,4497,0,think ifs well ias long term,one choose ips ias,28,18,1,0.2599265541409993,1.216612876685925,0.8819180201770634,3.4105069889644497,0.9090909090909091,35,44,43,43
2249,4498,4499,0,word jocund use sentence,word inarticulate use sentence,24,30,3,0.7573821284164427,0.6965886470271494,0.6595579054089487,1.068315900821461,0.875,74,67,83,74
2250,4500,4501,1,question mark need improvement clearly need improve,question quora need improvement,51,31,3,0.6409932658848302,0.8473567538117224,0.647697474578999,2.0765083036532492,0.9090909090909091,66,87,89,61
2251,4502,4503,1,fall love,fall love,9,9,2,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2252,4504,4505,1,laptop good buy within range,laptop well,28,11,1,0.32427793576365627,1.1625162917020508,0.895745581403529,2.7142800178014417,0.875,46,64,71,41
2253,4506,4507,0,economic system country affect foreign firm interested business there,colour good thunderbird matte black normal black,69,48,0,0.0,1.414213562373095,0.976553236024726,4.8331253516738615,0.9230769230769231,24,23,31,32
2254,4508,4509,0,guy forget girl like easily,true darwin plagiarize theory evolution,27,39,0,0.0,1.4142135623730951,0.9917297917798907,4.191408333805168,0.9,18,26,21,21
2255,4510,4511,1,possible crack jee mains advanced start prepare now,late start prepare jee mains start right now,51,44,5,0.6546177308914636,0.8311224568119145,0.620966936434657,2.082654149795548,0.9285714285714286,42,58,83,57
2256,4512,4513,0,cause death robert cooper,death cause age,25,15,2,0.47094564842646724,1.0286441090810103,0.8440851706504905,2.0256655469935034,0.875,35,47,85,55
2257,4514,4515,0,good onlime company india,good company india,25,18,3,0.6697489183270852,0.8127128418733335,0.755736717496086,1.3018625440070495,0.875,84,78,100,84
2258,4516,4517,1,people believe god say he she exist,people believe high power god,35,29,3,0.4774929003681695,1.0222593600763268,0.7568007159358802,2.6876688150651087,0.9166666666666666,56,62,77,69
2259,4518,4519,0,amazing personal story travel rome,amazing personal story travel philippines,34,41,4,0.7291255574015526,0.7360359265666961,0.6557601260937701,1.0628494037345675,0.9090909090909091,83,88,92,83
2260,4520,4521,1,become top writer quora get upvote well stat,become top writer quora,44,23,4,0.694428451945278,0.7817564173765662,0.6039791690083337,1.9865371145430095,0.9166666666666666,69,100,100,69
2261,4522,4523,1,make india corruption free,step must indians take make india corruption free,26,49,4,0.6829610465469048,0.7962900896697073,0.5998842229886149,2.061347543777423,0.9230769230769231,69,100,100,69
2262,4524,4525,0,ronald reagan view progressive liberal,liberal perspective ronald reagan,38,33,3,0.6722363854108466,0.809646360566332,0.6812145232578588,1.4728794583010894,0.875,37,39,79,79
2263,4526,4527,0,indian medical college good reputation usa,rewarding ms usa germany friend currently pursue btech computer engg repute college mumbai,42,90,2,0.20250858145124553,1.2629262991550652,0.8431006709203266,4.635652153074597,0.9411764705882353,29,42,44,44
2264,4528,4529,1,good food pune get it,good food pune,21,14,3,0.8279451987200603,0.5866085599101664,0.512606580092041,1.062059186014235,0.8888888888888888,80,100,100,80
2265,4530,4531,0,ddos,ddos attack,4,11,1,0.7457121471637892,0.7131449401576243,0.6783931527877703,0.9205561123025996,0.75,53,100,100,53
2266,4532,4533,1,would realistic plan lose weight,efficiently lose weight,32,23,2,0.3937148127384714,1.1011677322383986,0.8983530196189333,2.2683596177519822,0.8888888888888888,58,70,65,40
2267,4534,4535,0,absolute favorite book,favorite book time why,22,22,2,0.5503453625637074,0.9483191840686265,0.8059584755697,1.6532995818013194,0.875,59,59,74,59
2268,4536,4537,0,fix date watch,interior rolex day date watch look like,14,39,2,0.46045624716093214,1.0387913677337408,0.8134282933866532,2.454851930900497,0.9,49,79,83,49
2269,4538,4539,0,recently hire accenture netherlands technology consultancy hire level analyst month level much time take get first promotion consultant,career level accenture get promote salary increment work lifetime,135,65,3,0.3028874418748924,1.1807731010868325,0.7676281771515698,4.838724799720884,0.95,31,46,46,44
2270,4540,4541,0,visual foxpro database,visual foxpro,22,13,2,0.8504672686053346,0.5468687802291614,0.5288632449725563,0.7374375967207679,0.8333333333333334,74,100,100,74
2271,4542,4543,1,tell difference nasa space shuttle,substantive difference space shuttle,34,36,3,0.7556964227835223,0.6990044022986948,0.5968575858138299,1.3305934424505788,0.8888888888888888,77,86,83,77
2272,4544,4545,1,complete bcom,complete bcom,13,13,2,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2273,4546,4547,0,google pixel camera well phone even iphone,ve period month last period end june be never sexually active do,42,64,0,0.0,1.4142135623730951,0.9056352600981751,5.783506623487886,0.9473684210526316,34,43,28,30
2274,4548,4549,0,find startup advisor,find advisor help startup incorporation,20,39,3,0.8954621941665428,0.4572478667713107,0.44631110560291287,0.6223749120278571,0.875,54,60,100,68
2275,4550,4551,1,move broken heart,get break heart,17,15,1,0.4226427677855203,1.074576411628768,0.8644767802125242,2.1997100170031327,0.8571428571428572,69,76,62,62
2276,4552,4553,1,indian mathematician fields medal,indian bear person never receive fields medal,33,45,3,0.5603996724720353,0.9376570028832131,0.7243764242573942,2.2895153939668935,0.9090909090909091,59,53,73,49
2277,4554,4555,0,korean war hoax,korean war,15,10,2,0.7855513985424911,0.6549024377073411,0.6250577042111285,0.9177153118863552,0.8333333333333334,80,100,100,80
2278,4556,4557,1,good teradata online training,good institute teradata online training,29,39,4,0.8859469376854759,0.4776045693134101,0.4650753153061145,0.6807022272392413,0.9,85,86,100,85
2279,4558,4559,0,yif placement,really impressed course structure yif wish make career marketing good option join yif,13,85,1,0.49992074748797527,1.0000792493717934,0.7469132146304687,3.088690863305723,0.9230769230769231,12,46,38,16
2280,4560,4561,0,distinguish fake plastic rice import china real rice plastic it,asian people eat rice three time day,63,36,1,0.27787225702370427,1.201771811099175,0.8193752232879198,4.224706784975735,0.9333333333333333,36,42,42,42
2281,4562,4563,0,really big disadvantage graduate,big disadvantage graduate admission go school rank mid cs,32,57,3,0.4855666469140414,1.0143306690482732,0.7155906761321831,3.0804489720369084,0.9230769230769231,56,78,88,65
2282,4564,4565,1,long reservation system quota continue india,caste base reservation system come end india,44,44,3,0.39412514989481484,1.1007950309709664,0.8040238408595309,2.911888250689416,0.9230769230769231,66,71,71,64
2283,4566,4567,0,advantage mechanical energy,much energy gamma ray in ev,27,27,1,0.23545342780814815,1.2365650586943269,0.9261886319744884,3.0974715062337133,0.8888888888888888,37,37,56,41
2284,4568,4569,0,tourist attraction scandinavian highlands compare attraction belgium,tourist attraction scandinavian highlands compare attraction netherlands,68,72,5,0.8632621968727935,0.5229489518628117,0.4659638069098293,0.7522481016341308,0.9,90,93,92,86
2285,4570,4571,1,make money start blog,start make money start blog,21,27,4,0.9459914300236474,0.3286596110761185,0.2810493800009715,0.6069705570858863,0.8888888888888888,88,100,100,88
2286,4572,4573,0,husband bang thing break fight never hit though sort thing discussion also hurl abuse waiting hit he would next step,admit man like he hear later like never tell mad make mind move on,116,66,2,0.10166848572883387,1.3403965937521374,0.7929093909576832,6.905292010011632,0.9565217391304348,27,38,32,32
2287,4574,4575,1,east way hack whatsapp,someone hack smart phone use whatsapp,22,37,2,0.42638973558111726,1.071083810370489,0.8229718362533254,2.6093907485976606,0.9090909090909091,51,59,74,51
2288,4576,4577,0,new resolutions,crazy new resolution consider make,15,34,1,0.2243164719783047,1.2455388617154386,1.0210743637072637,2.4959150312301777,0.8571428571428572,61,93,57,57
2289,4578,4579,0,importance education united states view education different denmark,importance education united states view education different slovakia,67,68,6,0.8612935192701449,0.5267000678371994,0.46944491048622805,0.7691878439795949,0.9333333333333333,92,93,92,87
2290,4580,4581,0,possible reduce lbs one month,good way lose weight,29,20,0,0.0,1.4142135623730951,1.0016409757968698,4.145497000017033,0.8888888888888888,24,36,20,20
2291,4582,4583,1,scotch egg invent,scotch egg origin,17,17,2,0.6391215791841671,0.8495627355479203,0.7568262723190983,1.2455535774389674,0.8571428571428572,76,76,76,76
2292,4584,4585,0,come people dream sleep,japanese people sleep bed,23,25,2,0.3994603074220574,1.0959376739376585,0.8700365456670976,2.299539585092684,0.875,58,64,69,67
2293,4586,4587,0,job interview defect,purpose iran nuclear deal iran plan build nuclear weapon,20,56,0,0.0,1.4142135623730951,1.0421969097926431,3.932474094749175,0.875,26,45,32,26
2294,4588,4589,0,honor mean graduation,trouble get claim amount form app daily insurance,21,49,0,0.0,1.4142135623730951,0.9933346364325377,4.4701814046163895,0.9166666666666666,20,43,14,14
2295,4590,4591,0,law prohibit naval officer wear uniform witness box show rustom,law prohibit sport league influencing result order increase profit ticket sale advertising revenue,63,98,2,0.1830160602658048,1.278267530475679,0.7943730677750925,5.430878562100567,0.9333333333333333,40,38,41,39
2296,4592,4593,0,good excuse take casual leave join new company,excuse give manager leave job join month ago,46,44,3,0.5098665602911672,0.9900842789468309,0.7027374856414147,2.9215679812858237,0.9375,58,59,62,62
2297,4594,4595,0,dog eat grape jelly not,grape bad breed dog,23,19,2,0.595056534186559,0.8999371820448814,0.7109791445756591,2.009881343193433,0.875,43,47,64,43
2298,4596,4597,0,interesting product innovation boston beer come,interesting product innovation boston scientific come,47,53,5,0.8108644373342989,0.6150374991261933,0.5479500037383314,0.8787751696283859,0.9166666666666666,88,83,94,84
2299,4598,4599,0,type government guatemala have compare one canada,type government guatemala have compare one venezuela,49,52,6,0.8160808542730054,0.6064967365567514,0.5408828256781401,0.91504199182545,0.9333333333333333,87,90,92,83
2300,4600,4601,0,sathyabama good university,victoria university good at,26,27,2,0.3722613462409469,1.1204808376398527,0.9982349419541585,1.5845991969694457,0.0,45,51,73,57
2301,4602,4603,0,cotton gin impact american slavery,important slavery south competitiveness global cotton trade,34,59,2,0.4133007045662969,1.0832352426261833,0.7868435336877042,2.8984912829903915,0.9,30,41,58,58
2302,4604,4605,1,good game couple play,good game couple play,21,21,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2303,4606,4607,1,convert nre fd rfc,convert nre fd rfc,18,18,4,1.0000000000000002,0.0,0.0,0.0,0.0,100,100,100,100
2304,4608,4609,1,might cause brown discharge menstrual cycle before during after menstruation,get brown discharge menstrual cycle,76,35,4,0.6185309002866202,0.8734633360518116,0.606463926642119,2.7804443756533885,0.9,61,94,94,59
2305,4610,4611,1,ask question picture quora,ask question use photo,26,22,2,0.45061713558618555,1.0482202673234424,0.847464592890234,2.0702888003485227,0.8888888888888888,71,73,71,71
2306,4612,4613,1,skill successful salesperson common,personality trait successful salesperson common,35,47,3,0.6786322062930621,0.801707919016568,0.6591161350298741,1.6023617020281624,0.9,78,89,91,71
2307,4614,4615,0,lose cbse pass certificate doubt apply duplicate anyone else apply,lose cbse board class certificate do,66,36,3,0.3724135281970507,1.1203450109702362,0.7811278069492978,3.6235217007824323,0.9333333333333333,55,78,74,51
2308,4616,4617,0,fictional work genuinely good terrible fan base,good harry potter dean thomas fan fiction,47,41,2,0.2426810909354689,1.2307062273869678,0.8606846238638299,3.685135558071739,0.9090909090909091,16,34,59,55
2309,4618,4619,1,get job embassy consulate,get job embassy,25,15,3,0.7838111527476984,0.6575543281772261,0.6267347254715396,0.9769136077570415,0.8571428571428572,75,100,100,75
2310,4620,4621,0,good side dish pork chop,good side dish pork rib,24,23,4,0.8452929865893647,0.5562499679292312,0.5366741059884892,0.8300767893704999,0.8888888888888888,85,87,90,81
2311,4622,4623,0,would happen tupac shakur criminally still alive fake death come back public,elliot rodger commit suicide still alive charge would faced would sentence be,76,77,3,0.2861196118993256,1.1948894409950024,0.7701997708695529,4.657283427719107,0.9444444444444444,42,44,50,52
2312,4624,4625,0,sigmoid function use machine learning neural network,machine learn use finance,52,25,2,0.28438869572756115,1.1963371634053994,0.8818209284713757,3.312278700866912,0.9090909090909091,44,68,61,55
2313,4626,4627,1,argument favor israeli settlement,defense israeli settlement,33,26,2,0.7211889377022485,0.7467410023532275,0.6308100999170488,1.3731160535658802,0.75,71,77,82,71
2314,4628,4629,0,oracle erp cloud,oracle erp,16,10,2,0.828148617416142,0.5862616865937226,0.5643005667541806,0.8033291954196996,0.8,77,100,100,77
2315,4630,4631,1,become freelance writer india,become freelance writer india,29,29,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2316,4632,4633,0,final phone call end season episode the man high castle mean,film man high castle come from,60,30,3,0.39725418654912015,1.0979488270870186,0.7380680787491425,3.860993552740999,0.9333333333333333,49,69,67,49
2317,4634,4635,1,draw anime character,draw anime character,20,20,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2318,4636,4637,0,caller id display caller name cell phone number contact list,access caller id android phone,60,30,3,0.5773697201199058,0.9193805304443793,0.6535623877147887,2.857433161690533,0.9230769230769231,40,53,67,42
2319,4638,4639,1,capacitor regulate,capacitor regulate,18,18,2,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2320,4640,4641,0,true meaning freedom accord you,freedom mean you really free,31,28,2,0.42339890531074537,1.073872520077923,0.7968136766225297,2.747438462478181,0.9090909090909091,44,57,71,71
2321,4642,4643,0,jesus apostle go back day job crucifixion,jesus say one apostlesjudas betray accord god salvation plan judas predestine go hell,41,85,2,0.2553980543545369,1.2203294191696463,0.8342461326616188,3.987390052145763,0.9285714285714286,27,49,44,38
2322,4644,4645,0,true isaac newton smoke,true isaac newton bear prematurely autism obsessive compulsive disorder,23,71,3,0.6033049098984913,0.8907245254302911,0.6986968300813188,2.0350523861987733,0.875,47,83,85,45
2323,4646,4647,0,serve breakfast typical us army base,advance we army,36,15,1,0.21751967355316082,1.250983873954288,0.9170592044344981,3.368013160668573,0.8888888888888888,35,47,42,24
2324,4648,4649,0,suitable solar panel installation provider near laveen arizona az,suitable solar panel installation provider yuma arizona az,65,58,7,0.8770281519211786,0.49592710770600457,0.43060158998396153,1.0019146473704281,0.9,89,83,95,86
2325,4650,4651,0,man root evil,masculine behavior root evil,13,28,2,0.69125790734961,0.7858016195585118,0.7004856947517615,1.1930454618018524,0.8333333333333334,63,77,82,63
2326,4652,4653,1,come answer quora say can not add comment time,comment section answer,46,22,2,0.37431536168925134,1.11864618026501,0.8313046280890614,3.236330396971464,0.9166666666666666,32,65,78,53
2327,4654,4655,1,one control his her anger,what be good method control anger,25,33,2,0.4253418779945963,1.0720616792007855,0.8020698071968752,2.8157200308996684,0.9090909090909091,55,71,68,59
2328,4656,4657,1,good digital marketing course mid senior level marketing manager,good digital marketing course available online offline india why,64,64,4,0.4614861205746294,1.0377994791146992,0.7173561251876308,3.3632142711161386,0.9375,59,59,70,58
2329,4658,4659,0,good virat kohli meme joke,rohit sharma jealous virat kohli,26,32,2,0.49787486342130743,1.0021228832620204,0.7854593122740483,2.1628601541673707,0.8333333333333334,48,62,59,52
2330,4660,4661,0,good art accept art school,artist go art school successful,26,31,2,0.5354275622045568,0.9639216127833665,0.7392901933915036,2.3105899545622366,0.9,53,58,62,60
2331,4662,4663,0,transform,transformer,9,11,0,0.0,1.4142135623730951,1.2599210498948732,2.0,0.0,90,100,90,90
2332,4664,4665,0,good ro water purifi ahmedabad,good water purifier available india,30,35,2,0.3027069139576645,1.1809259807814678,0.9001419164235018,2.8596901013760054,0.8888888888888888,68,70,71,68
2333,4666,4667,0,add friend back snapchat,delete someone snapchat add back,24,32,3,0.7432020512613559,0.7166560524249331,0.5950788229326657,1.3642073895605056,0.9,46,54,83,68
2334,4668,4669,1,normalize score gate exam,normalize score gate,25,20,3,0.9017924411160045,0.44318745217795963,0.4331668885257725,0.6009387716196162,0.875,89,100,100,89
2335,4670,4671,1,impress would be mother in law,impress mother law,30,18,3,0.7916518869618555,0.6455201205820691,0.5253733328371761,1.397715838955504,0.9,75,67,100,75
2336,4672,4673,0,age puppy stop bite,month old female golden retriever puppy bite lot look like play bite bite furiously even walk follow we try bite we hard stop puppy biting,19,138,3,0.6113243376679044,0.881675294348317,0.6114158979524358,3.3697962022500114,0.9473684210526316,23,63,88,22
2337,4674,4675,0,interesting research area electrical engineering,top research field electrical engineering,48,41,3,0.5953619661067697,0.8995977255342861,0.7145102938411216,1.8029618788425252,0.8888888888888888,79,85,86,76
2338,4676,4677,1,what be bad experience restaurant,bad restaurant experience ever have,33,35,3,0.6768236669936074,0.8039606122272318,0.6415058774610165,1.6835892102663768,0.9090909090909091,50,55,88,79
2339,4678,4679,0,fast could world fast supercomputer brute force crack password,method use counter brute force password attack,62,46,3,0.3834043593017239,1.1104914593982937,0.7989237571046327,3.3575921058487967,0.9285714285714286,54,66,66,52
2340,4680,4681,0,rate student happiness unhappiness mit differ major major,rate student happiness unhappiness dartmouth differ major major,57,63,6,0.9309293082445251,0.3716737595135688,0.36557271115008994,0.5288433700611678,0.9285714285714286,93,88,96,88
2341,4682,4683,1,well laptop hp dell,whose laptop well hp dell,19,25,4,0.8692786376686512,0.5113147021773359,0.49591413128564266,0.7512934742006188,0.8888888888888888,77,74,100,86
2342,4684,4685,0,print family tree ancestrycom,print document ancestry,29,23,1,0.3422145821468673,1.146983363308407,0.9147166596402854,2.4240807686006063,0.8571428571428572,65,61,65,62
2343,4686,4687,0,intelligence quotient test preform consider average score alabama compare tennessee,intelligence quotient test preform consider average score alabama compare texas,83,79,9,0.8717415402702969,0.5064749939132298,0.4512179228474327,0.7162638053949204,0.0,95,96,96,94
2344,4688,4689,1,one decision change life forever,one decision change life forever,32,32,5,1.0,0.0,0.0,0.0,0.0,100,100,100,100
2345,4690,4691,1,oil price decrease,crude oil price decrease,18,24,3,0.8288243321751406,0.5851079692242438,0.562576648737165,0.8559560126141885,0.875,86,100,100,86
2346,4692,4693,0,underrate travel destination,underrate european travel destination,28,37,3,0.8653971175613818,0.5188504263053432,0.5029818662861822,0.7327649033831026,0.875,86,75,100,86
2347,4694,4695,1,get attitude problem,solve attitude problem,20,22,2,0.7854900324565731,0.6549961336426757,0.5905783559937303,1.035582479031133,0.8571428571428572,86,92,89,76
2348,4696,4697,0,college apply ms cs us base profile,college apply ms cs base profile,35,32,6,0.9509674501684182,0.31315347621120826,0.3094618384105728,0.42861290442251115,0.9285714285714286,96,91,100,96
2349,4698,4699,0,thought death,think happen death,13,18,1,0.43813350389913885,1.060062730314448,0.8945981678054546,1.8274844079037174,0.8333333333333334,58,54,56,52
2350,4700,4701,0,find needle case arabic they could someone translate they,be translator want partner promise startup introduce germany start find approach they,57,85,2,0.2183275673083981,1.250337900482587,0.7994634111589614,4.926340218150495,0.9473684210526316,24,26,47,45
2351,4702,4703,0,president united states family live white house,president united states house live white house,47,46,6,0.882499379480475,0.484769265773987,0.42373106488982876,0.9183022961710781,0.9230769230769231,88,87,100,88
2352,4704,4705,0,sensor available acer liquid android smart phone use cpu app,five app smart phone use often,60,30,4,0.38710569380981685,1.1071533824996274,0.7845854997874759,3.422226341081486,0.9333333333333333,47,63,78,51
2353,4706,4707,0,app install root android device,android app necessary root,31,26,3,0.609655273413586,0.8835663264140547,0.7315764025714876,1.7073992155992155,0.9,39,55,77,77
2354,4708,4709,0,feel adopt teenager parent die,feel like parent see child obese,30,32,2,0.37965477248176027,1.1138628528847165,0.8312642466402951,2.844012207835984,0.9090909090909091,52,53,61,52
2355,4710,4711,0,feel girl there be leave soon ask girl directly could send flower every month be still here,think be develop feeling girl chance cause boyfriend still tell leave,91,69,4,0.3154135151818781,1.1701166478758618,0.725954499908435,5.204857115338689,0.9583333333333334,36,45,50,46
2356,4712,4713,0,people amendment,ocb rolling paper recently ban surat,16,36,0,0.0,1.4142135623730951,1.1099648027971654,3.0834943939959167,0.8333333333333334,23,38,31,31
2357,4714,4715,1,debate namo raga similar us presidential debate,presidential debate us india,47,28,3,0.7019255220039389,0.7721068293909349,0.5816973912503117,1.908964738857888,0.9,51,81,88,67
2358,4716,4717,1,human behavior one lie tell repeatedly,lie tell often,38,14,2,0.46756269204845025,1.0319276214459518,0.7965200284134575,2.4931388450026835,0.8888888888888888,42,71,73,46
2359,4718,4719,0,pass certification exam,pass exam,23,9,2,0.7853465087676805,0.6552152184318059,0.6251062139043353,0.9221867266106247,0.8333333333333334,56,67,100,56
2360,4720,4721,0,fit,fit germany,3,11,1,0.7536682065386624,0.7018999835608172,0.6685921909320046,0.9035868691000095,0.75,43,100,100,43
2361,4722,4723,0,apply stochastic gradient descent,momentum mean stochastic gradient descent,33,41,3,0.7633876152658958,0.6879133444469651,0.5789811541725299,1.3132884595137462,0.8,78,92,90,73
2362,4724,4725,1,want buy inch lead tv online led tv safe,good inch lead tv buy inr,40,25,4,0.6582552545294643,0.8267342323510448,0.6128515202240574,2.367347681484079,0.9285714285714286,49,64,78,49
2363,4726,4727,0,blue french horn symbolize,french horn worth try,26,21,2,0.5485341632089212,0.9502271694611546,0.7549155943783792,1.9660781500909563,0.875,55,62,69,60
2364,4728,4729,0,often netflix add new title stream collection,average soon box office release netflix make new movie available streaming,45,74,2,0.21950209935996093,1.2493981756350048,0.8246757590228408,4.495551977612741,0.9375,50,62,50,50
2365,4730,4731,1,goood answer why hire you,good answer hire you,25,20,3,0.6925554381277694,0.784148661762845,0.6508387325354621,1.6528751054400457,0.875,89,80,89,89
2366,4732,4733,0,good time year visit glacier national park,good time visit death valley national park,42,42,5,0.6390249003693064,0.8496765262506595,0.685588473783444,1.6893955733118546,0.9333333333333333,76,76,82,74
2367,4734,4735,0,buffer region,buffer,13,6,1,0.6943635868638037,0.7818393864934106,0.7375513789255465,1.0252607660020736,0.75,63,100,100,63
2368,4736,4737,0,healthy sit front computer hour day,go gym good option stay healthy people spend hour day sit front computer,35,72,6,0.7241523603039337,0.7427619264556665,0.5233442129988825,2.4328965204934647,0.9473684210526316,49,69,100,65
2369,4738,4739,0,bruce lee die,kill bruce lee,13,14,2,0.738942435154622,0.7225753453382948,0.6438936280832727,1.0540786862111386,0.8571428571428572,67,82,82,81
2370,4740,4741,1,order one watch marvel movie and tv show order understand timeline well,would good chronological order watch marvel mcu movie in,71,56,4,0.5576805844494842,0.9405524074186575,0.6409828912120806,3.3026038037108862,0.9473684210526316,43,46,60,47
2371,4742,4743,0,develop genuine interest something interest in,develop interest life,46,21,2,0.6426340983976543,0.8454181233003532,0.6529105810629694,1.906294868641031,0.8888888888888888,54,62,86,57
2372,4744,4745,1,evidence jesus christ death burial resurrection,extra biblical evidence resurrect jesus christ,47,46,3,0.6025450332096961,0.8915772168357645,0.7058691399775835,2.0011122980732674,0.8888888888888888,45,46,84,77
2373,4746,4747,0,train,training,5,8,0,0.0,1.4142135623730951,1.2599210498948732,2.0,0.0,77,100,77,77
2374,4748,4749,0,determine solubility zinc hydroxide,determine lithium hydroxide solubility,35,38,3,0.8604329912051887,0.5283313520789984,0.5115890395037067,0.750535095361081,0.8571428571428572,55,69,92,82
2375,4750,4751,0,good url shortner extension safari,good youtube safari extension,34,29,3,0.6343354569144884,0.8551778096811349,0.701129891699382,1.718259025596572,0.8333333333333334,60,66,84,79
2376,4752,4753,0,someone reply email send repeat email pretend email before,mean email someone party after encourage email they bother reply even multiple email,58,84,3,0.5876311188856093,0.908150737613961,0.614232462654282,3.0706675005372537,0.9411764705882353,35,44,58,61
2377,4754,4755,1,long take professional web designer,long take become decent web designer,35,36,4,0.6641848807231999,0.8195304988550459,0.6905519004744889,1.5452226031405076,0.9166666666666666,73,71,77,62
2378,4756,4757,1,good way commit suicide,easy way commite suicide,23,24,2,0.6005055078032175,0.8938618374187172,0.7684568358407069,1.5685126564716279,0.875,81,83,81,81
2379,4758,4759,1,mechanical keyboard really helpful touch typing,mechanical keyboard helpful touch typing,47,40,5,0.9515900493569198,0.31115896465658943,0.3075506474844784,0.4152807380585726,0.9,92,82,100,92
2380,4760,4761,0,bitcoin work legal who be behind it,intuitive explanation bitcoin mining work,35,41,2,0.42175319060677163,1.0754039328487026,0.8176763857941772,2.7720397838069775,0.9,32,44,51,45
2381,4762,4763,1,good programming language learn today,many language need computer programming well,37,44,2,0.40669904401383816,1.089312586897041,0.8002792734164611,2.935169888343645,0.9166666666666666,42,54,70,62
2382,4764,4765,0,need error term regression model statistical distribution,what be error term regression,57,29,3,0.5936281834070789,0.9015229521126139,0.6606708501497864,2.4929853959406394,0.9090909090909091,53,79,84,53
2383,4766,4767,1,global warming climate change thing real hoax,possible global warming hoax,45,28,3,0.6705506161621213,0.8117257958669033,0.6147439869057074,2.068627520686968,0.8888888888888888,52,61,81,58
2384,4768,4769,1,great general russia zhukov germany von manstein why,great general marshal zhukov russia van manstein germany why,52,60,7,0.9168528762203215,0.4077919169862951,0.39969122988405,0.6172070630727331,0.9230769230769231,77,77,96,91
2385,4770,4771,0,much energy heat one standard tea light candle produce,light energy convert heat energy can not convert energy give example,54,68,3,0.38615350374141555,1.108013083188628,0.7655350822301966,3.796800878124869,0.9444444444444444,39,46,56,41
2386,4772,4773,0,osmania university rank,way restore windows laptop,23,26,0,0.0,1.414213562373095,1.0408384769964367,3.6696644625940156,0.875,20,22,24,24
2387,4774,4775,0,shoe purchase subject sale tax new jersey,live new jersey,41,15,2,0.43179855112455745,1.0660219968419438,0.77244273556928,2.92836408158923,0.8888888888888888,43,73,80,36
2388,4776,4777,0,sallary bank po,yell girl friend often even silly thing but love anything what control anger start love she,15,91,0,0.0,1.4142135623730951,0.9602255431722554,5.3493540723188815,0.9375,11,33,22,21
